# This data can be accessed openly but users of the data are requested to acknowledge the Canadian Space Agency and the CANOPUS team in their publications.
# The following CANOPUS reference paper should also be cited: 
# Rostoker G. et al. (1993) CANOPUS - a ground-based instrument array for remote sensing the high latitude ionosphere during the ISTP/GGS program
# Site Lat Long yyyymmdd CoordSys Units no of records
 CONT 65.754 248.750 20050122 GEODETIC nT 17280
 
# Date(dd/mm/yyyy),time(hh:mi:ss),X,Y,Z,F=. if the data is valid anything else the data is suspect.
2005/01/22,00:00:01,7816.800,3626.075,59380.551,.
2005/01/22,00:00:06,7817.200,3627.200,59380.977,.
2005/01/22,00:00:11,7817.325,3628.650,59381.125,.
2005/01/22,00:00:16,7816.675,3632.125,59380.500,.
2005/01/22,00:00:21,7816.725,3636.625,59380.500,.
2005/01/22,00:00:26,7818.350,3638.975,59380.523,.
2005/01/22,00:00:31,7820.700,3638.875,59381.250,.
2005/01/22,00:00:36,7824.450,3637.150,59382.227,.
2005/01/22,00:00:41,7827.450,3636.300,59382.148,.
2005/01/22,00:00:46,7826.125,3636.475,59381.023,.
2005/01/22,00:00:51,7824.250,3634.800,59381.375,.
2005/01/22,00:00:56,7824.400,3633.500,59382.727,.
2005/01/22,00:01:01,7828.000,3632.500,59384.250,.
2005/01/22,00:01:06,7830.850,3630.900,59385.102,.
2005/01/22,00:01:11,7831.900,3628.225,59385.102,.
2005/01/22,00:01:16,7830.875,3625.675,59385.051,.
2005/01/22,00:01:21,7830.875,3623.100,59384.148,.
2005/01/22,00:01:26,7832.575,3622.300,59382.727,.
2005/01/22,00:01:31,7835.675,3620.925,59381.574,.
2005/01/22,00:01:36,7840.050,3618.975,59380.949,.
2005/01/22,00:01:41,7843.000,3617.625,59380.551,.
2005/01/22,00:01:46,7843.950,3615.675,59380.352,.
2005/01/22,00:01:51,7844.275,3613.475,59381.051,.
2005/01/22,00:01:56,7843.500,3613.675,59382.898,.
2005/01/22,00:02:01,7844.425,3613.450,59385.727,.
2005/01/22,00:02:06,7848.200,3612.750,59388.926,.
2005/01/22,00:02:11,7852.575,3612.250,59391.125,.
2005/01/22,00:02:16,7854.475,3612.100,59392.773,.
2005/01/22,00:02:21,7854.100,3612.300,59394.051,.
2005/01/22,00:02:26,7853.575,3613.025,59394.852,.
2005/01/22,00:02:31,7854.575,3612.700,59395.977,.
2005/01/22,00:02:36,7856.375,3610.100,59397.398,.
2005/01/22,00:02:41,7858.600,3606.675,59398.727,.
2005/01/22,00:02:46,7861.650,3603.425,59400.176,.
2005/01/22,00:02:51,7864.400,3600.800,59401.449,.
2005/01/22,00:02:56,7866.750,3596.575,59403.176,.
2005/01/22,00:03:01,7869.250,3592.400,59405.176,.
2005/01/22,00:03:06,7870.675,3589.375,59406.727,.
2005/01/22,00:03:11,7871.025,3586.950,59406.648,.
2005/01/22,00:03:16,7871.025,3585.600,59406.000,.
2005/01/22,00:03:21,7868.350,3587.225,59405.148,.
2005/01/22,00:03:26,7864.750,3588.100,59404.051,.
2005/01/22,00:03:31,7864.175,3587.050,59403.852,.
2005/01/22,00:03:36,7867.750,3584.425,59403.301,.
2005/01/22,00:03:41,7872.200,3581.550,59401.301,.
2005/01/22,00:03:46,7876.950,3579.750,59397.773,.
2005/01/22,00:03:51,7879.600,3578.800,59394.148,.
2005/01/22,00:03:56,7879.100,3579.000,59391.023,.
2005/01/22,00:04:01,7875.950,3580.525,59387.852,.
2005/01/22,00:04:06,7872.925,3582.750,59386.125,.
2005/01/22,00:04:11,7870.475,3584.350,59386.398,.
2005/01/22,00:04:16,7870.275,3584.900,59388.426,.
2005/01/22,00:04:21,7871.350,3586.750,59391.148,.
2005/01/22,00:04:26,7871.925,3588.525,59393.773,.
2005/01/22,00:04:31,7873.000,3588.200,59396.000,.
2005/01/22,00:04:36,7873.525,3588.425,59396.500,.
2005/01/22,00:04:41,7873.525,3589.450,59395.750,.
2005/01/22,00:04:46,7873.100,3590.925,59394.574,.
2005/01/22,00:04:51,7871.425,3593.625,59393.375,.
2005/01/22,00:04:56,7867.550,3596.900,59392.773,.
2005/01/22,00:05:01,7864.275,3600.250,59392.477,.
2005/01/22,00:05:06,7863.850,3603.125,59393.227,.
2005/01/22,00:05:11,7865.925,3604.900,59394.375,.
2005/01/22,00:05:16,7869.500,3605.675,59395.250,.
2005/01/22,00:05:21,7874.350,3605.025,59394.699,.
2005/01/22,00:05:26,7878.425,3602.950,59393.801,.
2005/01/22,00:05:31,7879.250,3601.025,59393.426,.
2005/01/22,00:05:36,7877.875,3601.900,59393.551,.
2005/01/22,00:05:41,7875.500,3604.475,59394.750,.
2005/01/22,00:05:46,7874.275,3605.425,59395.824,.
2005/01/22,00:05:51,7875.150,3603.275,59396.176,.
2005/01/22,00:05:56,7874.700,3600.975,59396.699,.
2005/01/22,00:06:01,7873.075,3598.800,59397.125,.
2005/01/22,00:06:06,7870.725,3598.150,59397.773,.
2005/01/22,00:06:11,7867.950,3597.750,59398.074,.
2005/01/22,00:06:16,7866.200,3595.775,59397.375,.
2005/01/22,00:06:21,7865.250,3593.025,59394.750,.
2005/01/22,00:06:26,7863.450,3591.400,59389.926,.
2005/01/22,00:06:31,7863.150,3589.625,59384.648,.
2005/01/22,00:06:36,7863.425,3589.150,59378.801,.
2005/01/22,00:06:41,7862.475,3591.275,59373.375,.
2005/01/22,00:06:46,7860.850,3595.450,59369.773,.
2005/01/22,00:06:51,7859.400,3598.700,59368.250,.
2005/01/22,00:06:56,7858.225,3602.750,59366.824,.
2005/01/22,00:07:01,7857.475,3607.425,59365.477,.
2005/01/22,00:07:06,7856.725,3610.875,59364.227,.
2005/01/22,00:07:11,7856.025,3612.850,59363.551,.
2005/01/22,00:07:16,7855.575,3614.700,59363.949,.
2005/01/22,00:07:21,7856.250,3615.625,59364.875,.
2005/01/22,00:07:26,7857.575,3614.750,59366.000,.
2005/01/22,00:07:31,7858.475,3612.300,59367.375,.
2005/01/22,00:07:36,7858.725,3609.375,59368.602,.
2005/01/22,00:07:41,7859.225,3606.475,59368.949,.
2005/01/22,00:07:46,7860.125,3604.225,59368.398,.
2005/01/22,00:07:51,7861.550,3602.850,59367.977,.
2005/01/22,00:07:56,7860.675,3601.650,59368.750,.
2005/01/22,00:08:01,7860.175,3601.775,59370.926,.
2005/01/22,00:08:06,7861.300,3603.200,59372.227,.
2005/01/22,00:08:11,7860.000,3606.000,59371.426,.
2005/01/22,00:08:16,7856.325,3608.950,59370.625,.
2005/01/22,00:08:21,7852.375,3610.175,59371.773,.
2005/01/22,00:08:26,7848.575,3611.000,59375.852,.
2005/01/22,00:08:31,7847.900,3610.325,59382.949,.
2005/01/22,00:08:36,7851.800,3608.125,59390.375,.
2005/01/22,00:08:41,7858.425,3605.800,59395.801,.
2005/01/22,00:08:46,7866.125,3605.625,59398.324,.
2005/01/22,00:08:51,7873.600,3606.950,59398.648,.
2005/01/22,00:08:56,7880.225,3609.175,59397.273,.
2005/01/22,00:09:01,7886.300,3612.000,59394.898,.
2005/01/22,00:09:06,7891.550,3614.325,59392.977,.
2005/01/22,00:09:11,7896.425,3615.400,59390.500,.
2005/01/22,00:09:16,7899.950,3616.700,59385.926,.
2005/01/22,00:09:21,7900.550,3617.675,59380.199,.
2005/01/22,00:09:26,7897.925,3618.750,59375.500,.
2005/01/22,00:09:31,7893.025,3619.000,59373.352,.
2005/01/22,00:09:36,7887.850,3617.850,59373.176,.
2005/01/22,00:09:41,7884.250,3616.425,59372.250,.
2005/01/22,00:09:46,7880.525,3616.525,59370.301,.
2005/01/22,00:09:51,7876.625,3617.325,59368.750,.
2005/01/22,00:09:56,7872.275,3619.100,59367.250,.
2005/01/22,00:10:01,7867.400,3622.350,59366.051,.
2005/01/22,00:10:06,7862.750,3625.375,59366.551,.
2005/01/22,00:10:11,7859.800,3627.975,59369.398,.
2005/01/22,00:10:16,7857.375,3631.025,59374.074,.
2005/01/22,00:10:21,7855.625,3634.325,59379.699,.
2005/01/22,00:10:26,7856.325,3636.150,59385.477,.
2005/01/22,00:10:31,7859.675,3635.625,59391.301,.
2005/01/22,00:10:36,7864.575,3634.500,59396.449,.
2005/01/22,00:10:41,7868.875,3632.675,59400.301,.
2005/01/22,00:10:46,7871.800,3630.875,59402.523,.
2005/01/22,00:10:51,7874.350,3629.175,59403.523,.
2005/01/22,00:10:56,7876.300,3628.375,59404.398,.
2005/01/22,00:11:01,7876.925,3627.275,59405.426,.
2005/01/22,00:11:06,7877.425,3626.700,59407.023,.
2005/01/22,00:11:11,7878.400,3625.550,59408.773,.
2005/01/22,00:11:16,7880.650,3623.050,59410.324,.
2005/01/22,00:11:21,7884.125,3621.200,59412.250,.
2005/01/22,00:11:26,7888.450,3619.050,59413.977,.
2005/01/22,00:11:31,7892.375,3617.250,59415.648,.
2005/01/22,00:11:36,7894.800,3616.675,59417.250,.
2005/01/22,00:11:41,7896.625,3616.875,59417.023,.
2005/01/22,00:11:46,7898.700,3615.825,59417.324,.
2005/01/22,00:11:51,7900.025,3615.150,59418.699,.
2005/01/22,00:11:56,7900.950,3615.150,59419.699,.
2005/01/22,00:12:01,7902.125,3614.825,59420.176,.
2005/01/22,00:12:06,7904.925,3615.000,59419.523,.
2005/01/22,00:12:11,7907.275,3615.025,59418.102,.
2005/01/22,00:12:16,7910.125,3615.500,59416.148,.
2005/01/22,00:12:21,7912.475,3614.275,59413.500,.
2005/01/22,00:12:26,7914.000,3611.950,59411.273,.
2005/01/22,00:12:31,7914.300,3609.125,59411.074,.
2005/01/22,00:12:36,7912.425,3606.900,59412.273,.
2005/01/22,00:12:41,7911.475,3604.900,59414.449,.
2005/01/22,00:12:46,7912.125,3604.525,59415.250,.
2005/01/22,00:12:51,7912.850,3603.400,59414.477,.
2005/01/22,00:12:56,7911.775,3601.775,59414.102,.
2005/01/22,00:13:01,7908.400,3601.300,59414.699,.
2005/01/22,00:13:06,7905.225,3599.775,59415.125,.
2005/01/22,00:13:11,7900.325,3598.500,59416.324,.
2005/01/22,00:13:16,7892.375,3597.900,59418.676,.
2005/01/22,00:13:21,7884.500,3596.900,59422.051,.
2005/01/22,00:13:26,7880.375,3593.850,59425.250,.
2005/01/22,00:13:31,7879.975,3589.825,59427.227,.
2005/01/22,00:13:36,7879.525,3586.300,59426.148,.
2005/01/22,00:13:41,7876.075,3584.425,59422.898,.
2005/01/22,00:13:46,7872.225,3584.550,59419.102,.
2005/01/22,00:13:51,7867.650,3586.375,59415.625,.
2005/01/22,00:13:56,7862.475,3586.325,59413.602,.
2005/01/22,00:14:01,7856.800,3586.200,59413.199,.
2005/01/22,00:14:06,7852.425,3586.200,59413.676,.
2005/01/22,00:14:11,7850.850,3585.525,59414.500,.
2005/01/22,00:14:16,7851.800,3585.100,59415.176,.
2005/01/22,00:14:21,7853.625,3585.675,59415.250,.
2005/01/22,00:14:26,7854.325,3586.875,59415.727,.
2005/01/22,00:14:31,7854.200,3587.900,59416.477,.
2005/01/22,00:14:36,7855.550,3588.725,59416.949,.
2005/01/22,00:14:41,7856.625,3590.650,59417.625,.
2005/01/22,00:14:46,7856.125,3592.425,59419.500,.
2005/01/22,00:14:51,7855.000,3593.475,59422.102,.
2005/01/22,00:14:56,7856.400,3594.450,59423.398,.
2005/01/22,00:15:01,7860.400,3594.250,59422.648,.
2005/01/22,00:15:06,7864.150,3592.300,59420.898,.
2005/01/22,00:15:11,7867.875,3589.000,59418.949,.
2005/01/22,00:15:16,7870.550,3587.525,59416.852,.
2005/01/22,00:15:21,7870.400,3589.625,59414.750,.
2005/01/22,00:15:26,7869.000,3591.925,59412.023,.
2005/01/22,00:15:31,7865.500,3595.100,59409.824,.
2005/01/22,00:15:36,7860.900,3598.825,59410.273,.
2005/01/22,00:15:41,7859.475,3600.875,59411.648,.
2005/01/22,00:15:46,7858.850,3601.975,59411.875,.
2005/01/22,00:15:51,7859.475,3600.875,59412.301,.
2005/01/22,00:15:56,7860.475,3600.325,59412.375,.
2005/01/22,00:16:01,7859.200,3600.800,59412.949,.
2005/01/22,00:16:06,7856.400,3600.775,59414.574,.
2005/01/22,00:16:11,7856.775,3598.300,59418.125,.
2005/01/22,00:16:16,7859.950,3594.475,59421.602,.
2005/01/22,00:16:21,7864.075,3589.950,59424.625,.
2005/01/22,00:16:26,7868.300,3587.350,59426.449,.
2005/01/22,00:16:31,7872.400,3587.650,59426.625,.
2005/01/22,00:16:36,7874.875,3588.875,59426.352,.
2005/01/22,00:16:41,7875.625,3589.100,59426.898,.
2005/01/22,00:16:46,7876.125,3589.100,59429.148,.
2005/01/22,00:16:51,7875.700,3590.975,59431.477,.
2005/01/22,00:16:56,7872.875,3591.575,59434.352,.
2005/01/22,00:17:01,7870.225,3591.925,59437.574,.
2005/01/22,00:17:06,7868.975,3591.225,59440.375,.
2005/01/22,00:17:11,7869.700,3589.150,59444.000,.
2005/01/22,00:17:16,7870.075,3586.725,59447.773,.
2005/01/22,00:17:21,7869.925,3584.700,59450.699,.
2005/01/22,00:17:26,7869.800,3583.725,59452.875,.
2005/01/22,00:17:31,7868.900,3583.650,59454.477,.
2005/01/22,00:17:36,7867.900,3582.900,59456.375,.
2005/01/22,00:17:41,7867.875,3581.975,59458.602,.
2005/01/22,00:17:46,7868.275,3580.875,59459.625,.
2005/01/22,00:17:51,7870.575,3579.025,59459.301,.
2005/01/22,00:17:56,7870.425,3578.350,59458.977,.
2005/01/22,00:18:01,7868.125,3575.900,59458.477,.
2005/01/22,00:18:06,7866.300,3576.225,59457.125,.
2005/01/22,00:18:11,7865.550,3578.475,59455.324,.
2005/01/22,00:18:16,7865.300,3580.450,59453.398,.
2005/01/22,00:18:21,7865.800,3582.050,59452.324,.
2005/01/22,00:18:26,7869.625,3582.375,59451.352,.
2005/01/22,00:18:31,7873.225,3582.500,59450.551,.
2005/01/22,00:18:36,7876.500,3582.050,59451.648,.
2005/01/22,00:18:41,7881.025,3581.750,59453.477,.
2005/01/22,00:18:46,7886.525,3582.925,59455.523,.
2005/01/22,00:18:51,7893.650,3583.000,59457.250,.
2005/01/22,00:18:56,7899.925,3582.925,59457.449,.
2005/01/22,00:19:01,7904.150,3580.975,59456.000,.
2005/01/22,00:19:06,7906.300,3579.625,59454.324,.
2005/01/22,00:19:11,7907.100,3579.300,59453.023,.
2005/01/22,00:19:16,7907.725,3579.375,59453.102,.
2005/01/22,00:19:21,7910.900,3579.775,59454.176,.
2005/01/22,00:19:26,7915.025,3582.200,59454.574,.
2005/01/22,00:19:31,7919.350,3583.875,59453.727,.
2005/01/22,00:19:36,7924.150,3582.750,59450.898,.
2005/01/22,00:19:41,7926.100,3578.950,59447.352,.
2005/01/22,00:19:46,7924.025,3573.125,59442.949,.
2005/01/22,00:19:51,7918.075,3568.375,59440.176,.
2005/01/22,00:19:56,7909.325,3564.550,59440.102,.
2005/01/22,00:20:01,7900.475,3561.325,59441.602,.
2005/01/22,00:20:06,7894.250,3560.275,59443.523,.
2005/01/22,00:20:11,7889.350,3559.925,59445.801,.
2005/01/22,00:20:16,7885.500,3558.175,59449.324,.
2005/01/22,00:20:21,7884.575,3555.500,59454.125,.
2005/01/22,00:20:26,7885.225,3554.175,59458.449,.
2005/01/22,00:20:31,7885.225,3552.400,59462.227,.
2005/01/22,00:20:36,7885.300,3551.325,59466.324,.
2005/01/22,00:20:41,7886.500,3550.150,59470.301,.
2005/01/22,00:20:46,7889.800,3549.500,59472.773,.
2005/01/22,00:20:51,7891.875,3547.800,59472.949,.
2005/01/22,00:20:56,7893.750,3545.375,59472.727,.
2005/01/22,00:21:01,7895.200,3542.375,59473.301,.
2005/01/22,00:21:06,7895.525,3539.150,59475.227,.
2005/01/22,00:21:11,7895.525,3537.175,59477.125,.
2005/01/22,00:21:16,7895.500,3536.100,59477.949,.
2005/01/22,00:21:21,7894.325,3535.225,59478.176,.
2005/01/22,00:21:26,7892.750,3535.775,59478.074,.
2005/01/22,00:21:31,7890.950,3537.175,59478.102,.
2005/01/22,00:21:36,7888.975,3539.850,59477.176,.
2005/01/22,00:21:41,7887.400,3542.025,59475.301,.
2005/01/22,00:21:46,7887.000,3544.250,59474.301,.
2005/01/22,00:21:51,7886.175,3546.525,59474.102,.
2005/01/22,00:21:56,7886.025,3548.425,59474.000,.
2005/01/22,00:22:01,7886.650,3549.875,59473.324,.
2005/01/22,00:22:06,7887.125,3551.325,59472.324,.
2005/01/22,00:22:11,7887.450,3554.150,59470.625,.
2005/01/22,00:22:16,7887.975,3557.950,59468.102,.
2005/01/22,00:22:21,7889.225,3561.250,59465.648,.
2005/01/22,00:22:26,7891.300,3564.375,59463.727,.
2005/01/22,00:22:31,7894.575,3567.400,59461.648,.
2005/01/22,00:22:36,7898.825,3570.325,59458.773,.
2005/01/22,00:22:41,7902.700,3572.425,59455.199,.
2005/01/22,00:22:46,7904.725,3573.250,59452.023,.
2005/01/22,00:22:51,7905.525,3575.900,59449.023,.
2005/01/22,00:22:56,7906.150,3579.600,59446.000,.
2005/01/22,00:23:01,7907.175,3582.050,59443.551,.
2005/01/22,00:23:06,7909.175,3583.875,59441.324,.
2005/01/22,00:23:11,7911.950,3585.250,59438.824,.
2005/01/22,00:23:16,7916.050,3585.575,59436.801,.
2005/01/22,00:23:21,7919.750,3586.675,59434.852,.
2005/01/22,00:23:26,7923.000,3587.700,59432.977,.
2005/01/22,00:23:31,7926.250,3588.850,59432.023,.
2005/01/22,00:23:36,7930.800,3591.375,59432.023,.
2005/01/22,00:23:41,7936.300,3595.850,59432.500,.
2005/01/22,00:23:46,7940.175,3601.550,59432.023,.
2005/01/22,00:23:51,7943.450,3608.025,59432.000,.
2005/01/22,00:23:56,7947.600,3611.725,59432.301,.
2005/01/22,00:24:01,7952.075,3613.300,59432.824,.
2005/01/22,00:24:06,7957.275,3612.600,59434.148,.
2005/01/22,00:24:11,7961.850,3610.250,59435.301,.
2005/01/22,00:24:16,7963.925,3606.575,59435.801,.
2005/01/22,00:24:21,7964.225,3603.275,59436.926,.
2005/01/22,00:24:26,7962.975,3602.075,59438.551,.
2005/01/22,00:24:31,7961.550,3601.200,59440.250,.
2005/01/22,00:24:36,7959.700,3600.200,59442.125,.
2005/01/22,00:24:41,7958.375,3600.575,59444.176,.
2005/01/22,00:24:46,7957.100,3600.900,59446.148,.
2005/01/22,00:24:51,7954.975,3600.375,59448.699,.
2005/01/22,00:24:56,7954.575,3598.850,59451.102,.
2005/01/22,00:25:01,7955.875,3596.050,59453.477,.
2005/01/22,00:25:06,7957.400,3594.125,59456.023,.
2005/01/22,00:25:11,7957.500,3591.200,59458.000,.
2005/01/22,00:25:16,7954.200,3585.275,59459.449,.
2005/01/22,00:25:21,7949.625,3578.450,59461.602,.
2005/01/22,00:25:26,7945.975,3574.050,59463.523,.
2005/01/22,00:25:31,7943.250,3571.575,59464.500,.
2005/01/22,00:25:36,7940.950,3569.125,59465.426,.
2005/01/22,00:25:41,7941.500,3567.550,59466.977,.
2005/01/22,00:25:46,7943.975,3566.650,59469.676,.
2005/01/22,00:25:51,7946.500,3566.750,59471.699,.
2005/01/22,00:25:56,7947.700,3565.950,59472.801,.
2005/01/22,00:26:01,7949.100,3565.175,59473.727,.
2005/01/22,00:26:06,7949.775,3565.550,59475.398,.
2005/01/22,00:26:11,7950.150,3566.300,59476.773,.
2005/01/22,00:26:16,7948.850,3567.550,59477.477,.
2005/01/22,00:26:21,7946.100,3569.625,59478.051,.
2005/01/22,00:26:26,7945.000,3571.800,59479.227,.
2005/01/22,00:26:31,7946.475,3573.000,59480.523,.
2005/01/22,00:26:36,7948.425,3573.150,59481.102,.
2005/01/22,00:26:41,7948.950,3574.850,59480.852,.
2005/01/22,00:26:46,7945.600,3578.550,59479.273,.
2005/01/22,00:26:51,7937.500,3581.875,59477.676,.
2005/01/22,00:26:56,7927.600,3586.175,59477.727,.
2005/01/22,00:27:01,7920.475,3592.950,59479.773,.
2005/01/22,00:27:06,7916.650,3599.250,59482.824,.
2005/01/22,00:27:11,7915.900,3603.300,59485.023,.
2005/01/22,00:27:16,7917.925,3606.075,59486.898,.
2005/01/22,00:27:21,7919.900,3608.550,59488.801,.
2005/01/22,00:27:26,7920.700,3610.725,59489.398,.
2005/01/22,00:27:31,7921.100,3612.825,59489.074,.
2005/01/22,00:27:36,7921.075,3614.250,59488.500,.
2005/01/22,00:27:41,7919.925,3615.275,59488.148,.
2005/01/22,00:27:46,7919.800,3615.925,59487.926,.
2005/01/22,00:27:51,7922.075,3617.350,59488.023,.
2005/01/22,00:27:56,7924.800,3620.150,59488.199,.
2005/01/22,00:28:01,7927.325,3622.475,59487.648,.
2005/01/22,00:28:06,7930.675,3624.050,59487.500,.
2005/01/22,00:28:11,7936.050,3625.725,59487.875,.
2005/01/22,00:28:16,7942.675,3627.750,59488.250,.
2005/01/22,00:28:21,7951.225,3629.525,59488.102,.
2005/01/22,00:28:26,7960.525,3630.550,59487.625,.
2005/01/22,00:28:31,7968.950,3632.000,59486.398,.
2005/01/22,00:28:36,7974.625,3633.625,59483.875,.
2005/01/22,00:28:41,7976.725,3634.675,59480.926,.
2005/01/22,00:28:46,7976.725,3635.725,59479.000,.
2005/01/22,00:28:51,7976.325,3637.775,59478.750,.
2005/01/22,00:28:56,7976.575,3640.675,59479.176,.
2005/01/22,00:29:01,7977.750,3643.200,59479.000,.
2005/01/22,00:29:06,7976.250,3645.050,59478.148,.
2005/01/22,00:29:11,7972.650,3646.175,59477.676,.
2005/01/22,00:29:16,7970.225,3647.250,59478.023,.
2005/01/22,00:29:21,7970.000,3647.150,59478.648,.
2005/01/22,00:29:26,7971.125,3645.650,59479.199,.
2005/01/22,00:29:31,7972.725,3643.575,59479.148,.
2005/01/22,00:29:36,7973.550,3640.250,59478.102,.
2005/01/22,00:29:41,7973.350,3636.575,59476.773,.
2005/01/22,00:29:46,7971.025,3632.675,59475.648,.
2005/01/22,00:29:51,7967.375,3629.450,59475.273,.
2005/01/22,00:29:56,7964.625,3626.850,59475.102,.
2005/01/22,00:30:01,7962.750,3624.200,59474.500,.
2005/01/22,00:30:06,7960.050,3620.200,59473.523,.
2005/01/22,00:30:11,7954.775,3616.500,59473.051,.
2005/01/22,00:30:16,7948.850,3613.600,59472.625,.
2005/01/22,00:30:21,7942.750,3612.550,59471.824,.
2005/01/22,00:30:26,7938.025,3610.975,59471.273,.
2005/01/22,00:30:31,7933.975,3608.225,59471.301,.
2005/01/22,00:30:36,7930.750,3604.675,59471.949,.
2005/01/22,00:30:41,7928.525,3600.700,59472.625,.
2005/01/22,00:30:46,7926.325,3597.000,59473.477,.
2005/01/22,00:30:51,7923.525,3594.775,59474.852,.
2005/01/22,00:30:56,7920.775,3595.025,59476.449,.
2005/01/22,00:31:01,7920.500,3596.075,59478.375,.
2005/01/22,00:31:06,7920.950,3596.025,59479.676,.
2005/01/22,00:31:11,7922.025,3596.175,59480.273,.
2005/01/22,00:31:16,7924.300,3596.750,59480.176,.
2005/01/22,00:31:21,7927.450,3596.575,59479.648,.
2005/01/22,00:31:26,7932.075,3595.525,59478.898,.
2005/01/22,00:31:31,7936.675,3593.350,59478.051,.
2005/01/22,00:31:36,7941.375,3591.825,59477.449,.
2005/01/22,00:31:41,7945.875,3591.425,59476.449,.
2005/01/22,00:31:46,7948.725,3591.850,59474.875,.
2005/01/22,00:31:51,7950.800,3592.750,59472.949,.
2005/01/22,00:31:56,7953.125,3594.075,59471.273,.
2005/01/22,00:32:01,7956.175,3595.750,59470.426,.
2005/01/22,00:32:06,7961.325,3597.550,59469.648,.
2005/01/22,00:32:11,7966.025,3598.450,59468.750,.
2005/01/22,00:32:16,7970.350,3597.400,59468.574,.
2005/01/22,00:32:21,7975.800,3596.275,59469.250,.
2005/01/22,00:32:26,7981.775,3596.100,59469.750,.
2005/01/22,00:32:31,7988.150,3595.725,59470.051,.
2005/01/22,00:32:36,7996.050,3593.800,59469.801,.
2005/01/22,00:32:41,8005.700,3588.800,59468.398,.
2005/01/22,00:32:46,8013.575,3581.550,59464.949,.
2005/01/22,00:32:51,8013.375,3574.950,59459.574,.
2005/01/22,00:32:56,8001.700,3571.700,59453.977,.
2005/01/22,00:33:01,7983.375,3572.625,59451.125,.
2005/01/22,00:33:06,7967.825,3574.150,59452.227,.
2005/01/22,00:33:11,7959.700,3575.250,59454.398,.
2005/01/22,00:33:16,7953.750,3577.125,59454.824,.
2005/01/22,00:33:21,7946.625,3579.025,59455.301,.
2005/01/22,00:33:26,7942.450,3579.950,59457.500,.
2005/01/22,00:33:31,7940.425,3582.750,59459.648,.
2005/01/22,00:33:36,7941.175,3585.900,59462.074,.
2005/01/22,00:33:41,7944.925,3587.725,59463.727,.
2005/01/22,00:33:46,7944.725,3590.425,59465.352,.
2005/01/22,00:33:51,7942.400,3593.200,59468.477,.
2005/01/22,00:33:56,7939.475,3596.150,59472.625,.
2005/01/22,00:34:01,7937.525,3600.275,59477.824,.
2005/01/22,00:34:06,7940.350,3603.675,59482.801,.
2005/01/22,00:34:11,7945.075,3607.775,59485.352,.
2005/01/22,00:34:16,7946.525,3611.575,59485.750,.
2005/01/22,00:34:21,7945.525,3614.725,59487.500,.
2005/01/22,00:34:26,7947.250,3617.925,59490.727,.
2005/01/22,00:34:31,7953.200,3620.425,59493.000,.
2005/01/22,00:34:36,7961.325,3623.300,59492.699,.
2005/01/22,00:34:41,7964.325,3628.650,59489.949,.
2005/01/22,00:34:46,7957.975,3633.125,59489.074,.
2005/01/22,00:34:51,7957.100,3634.350,59490.602,.
2005/01/22,00:34:56,7963.675,3633.575,59490.500,.
2005/01/22,00:35:01,7971.025,3631.375,59487.926,.
2005/01/22,00:35:06,7973.675,3628.575,59484.023,.
2005/01/22,00:35:11,7975.250,3626.225,59480.875,.
2005/01/22,00:35:16,7975.925,3623.525,59478.648,.
2005/01/22,00:35:21,7975.175,3620.750,59476.824,.
2005/01/22,00:35:26,7974.600,3618.000,59475.949,.
2005/01/22,00:35:31,7974.750,3614.150,59475.727,.
2005/01/22,00:35:36,7973.550,3611.025,59474.852,.
2005/01/22,00:35:41,7970.400,3608.550,59474.199,.
2005/01/22,00:35:46,7968.500,3606.100,59475.301,.
2005/01/22,00:35:51,7971.775,3604.775,59475.977,.
2005/01/22,00:35:56,7978.725,3604.025,59474.148,.
2005/01/22,00:36:01,7979.825,3603.025,59470.227,.
2005/01/22,00:36:06,7974.375,3600.450,59467.824,.
2005/01/22,00:36:11,7970.425,3598.500,59467.352,.
2005/01/22,00:36:16,7969.175,3599.550,59466.727,.
2005/01/22,00:36:21,7966.775,3602.050,59466.023,.
2005/01/22,00:36:26,7962.625,3604.475,59465.824,.
2005/01/22,00:36:31,7959.250,3606.625,59466.949,.
2005/01/22,00:36:36,7957.625,3607.475,59468.523,.
2005/01/22,00:36:41,7955.250,3607.325,59469.523,.
2005/01/22,00:36:46,7951.550,3607.475,59469.676,.
2005/01/22,00:36:51,7949.550,3606.525,59469.398,.
2005/01/22,00:36:56,7949.450,3605.425,59469.648,.
2005/01/22,00:37:01,7951.700,3605.250,59470.574,.
2005/01/22,00:37:06,7956.150,3604.200,59471.176,.
2005/01/22,00:37:11,7960.600,3603.925,59469.500,.
2005/01/22,00:37:16,7963.050,3607.925,59466.898,.
2005/01/22,00:37:21,7965.350,3610.825,59464.699,.
2005/01/22,00:37:26,7964.950,3612.725,59461.801,.
2005/01/22,00:37:31,7961.250,3614.275,59459.426,.
2005/01/22,00:37:36,7956.925,3615.000,59457.750,.
2005/01/22,00:37:41,7954.275,3615.125,59455.602,.
2005/01/22,00:37:46,7953.000,3614.900,59453.250,.
2005/01/22,00:37:51,7954.300,3613.975,59451.398,.
2005/01/22,00:37:56,7956.475,3612.700,59449.523,.
2005/01/22,00:38:01,7959.125,3610.700,59447.426,.
2005/01/22,00:38:06,7962.350,3608.225,59445.750,.
