# This data can be accessed openly but users of the data are requested to acknowledge the Canadian Space Agency and the CANOPUS team in their publications.
# The following CANOPUS reference paper should also be cited: 
# Rostoker G. et al. (1993) CANOPUS - a ground-based instrument array for remote sensing the high latitude ionosphere during the ISTP/GGS program
# Site Lat Long yyyymmdd CoordSys Units no of records
 CONT 65.754 248.750 20050122 GEODETIC nT 17280
 
# Date(dd/mm/yyyy),time(hh:mi:ss),X,Y,Z,F=. if the data is valid anything else the data is suspect.
2005/01/22,04:03:36,7948.625,3579.925,59497.250,.
2005/01/22,04:03:41,7948.225,3580.625,59498.000,.
2005/01/22,04:03:46,7947.625,3581.075,59498.574,.
2005/01/22,04:03:51,7946.900,3581.275,59498.875,.
2005/01/22,04:03:56,7946.750,3581.350,59499.102,.
2005/01/22,04:04:01,7947.350,3581.550,59499.301,.
2005/01/22,04:04:06,7948.250,3582.025,59499.551,.
2005/01/22,04:04:11,7949.125,3582.050,59499.926,.
2005/01/22,04:04:16,7950.025,3582.125,59500.273,.
2005/01/22,04:04:21,7950.750,3582.650,59500.449,.
2005/01/22,04:04:26,7951.575,3583.350,59500.699,.
2005/01/22,04:04:31,7952.050,3583.850,59501.324,.
2005/01/22,04:04:36,7952.125,3583.850,59502.051,.
2005/01/22,04:04:41,7952.125,3583.575,59502.852,.
2005/01/22,04:04:46,7952.225,3583.200,59503.625,.
2005/01/22,04:04:51,7952.200,3582.950,59504.426,.
2005/01/22,04:04:56,7952.350,3582.725,59505.176,.
2005/01/22,04:05:01,7952.300,3582.575,59505.898,.
2005/01/22,04:05:06,7951.700,3582.150,59506.699,.
2005/01/22,04:05:11,7950.800,3581.350,59507.375,.
2005/01/22,04:05:16,7949.550,3580.250,59507.977,.
2005/01/22,04:05:21,7948.250,3579.075,59508.352,.
2005/01/22,04:05:26,7947.250,3577.575,59508.801,.
2005/01/22,04:05:31,7946.375,3575.600,59509.250,.
2005/01/22,04:05:36,7945.700,3573.625,59509.773,.
2005/01/22,04:05:41,7944.975,3571.600,59510.398,.
2005/01/22,04:05:46,7944.800,3569.850,59511.051,.
2005/01/22,04:05:51,7944.900,3568.975,59511.699,.
2005/01/22,04:05:56,7945.100,3568.650,59512.477,.
2005/01/22,04:06:01,7944.750,3568.875,59513.301,.
2005/01/22,04:06:06,7943.775,3569.525,59514.125,.
2005/01/22,04:06:11,7942.275,3570.225,59514.801,.
2005/01/22,04:06:16,7940.475,3570.725,59515.426,.
2005/01/22,04:06:21,7938.275,3570.925,59515.949,.
2005/01/22,04:06:26,7935.950,3570.850,59516.227,.
2005/01/22,04:06:31,7934.275,3570.575,59516.398,.
2005/01/22,04:06:36,7933.075,3570.525,59516.426,.
2005/01/22,04:06:41,7932.150,3570.850,59516.398,.
2005/01/22,04:06:46,7931.550,3571.225,59516.398,.
2005/01/22,04:06:51,7931.375,3571.825,59516.375,.
2005/01/22,04:06:56,7931.450,3572.625,59516.301,.
2005/01/22,04:07:01,7931.825,3573.625,59516.102,.
2005/01/22,04:07:06,7932.450,3574.475,59515.801,.
2005/01/22,04:07:11,7933.200,3574.875,59515.602,.
2005/01/22,04:07:16,7934.150,3575.350,59515.477,.
2005/01/22,04:07:21,7935.100,3576.100,59515.449,.
2005/01/22,04:07:26,7936.100,3576.850,59515.574,.
2005/01/22,04:07:31,7936.975,3577.500,59515.949,.
2005/01/22,04:07:36,7937.700,3577.950,59516.523,.
2005/01/22,04:07:41,7938.550,3578.600,59517.227,.
2005/01/22,04:07:46,7939.375,3578.800,59518.176,.
2005/01/22,04:07:51,7940.475,3578.975,59519.301,.
2005/01/22,04:07:56,7941.150,3578.900,59520.523,.
2005/01/22,04:08:01,7941.825,3578.700,59521.602,.
2005/01/22,04:08:06,7942.625,3578.625,59522.523,.
2005/01/22,04:08:11,7943.200,3578.525,59523.227,.
2005/01/22,04:08:16,7943.650,3578.400,59523.727,.
2005/01/22,04:08:21,7943.725,3578.425,59524.051,.
2005/01/22,04:08:26,7943.850,3578.425,59524.102,.
2005/01/22,04:08:31,7943.900,3578.600,59524.125,.
2005/01/22,04:08:36,7943.500,3578.600,59524.102,.
2005/01/22,04:08:41,7943.050,3578.525,59523.926,.
2005/01/22,04:08:46,7942.600,3578.475,59523.676,.
2005/01/22,04:08:51,7942.000,3578.150,59523.477,.
2005/01/22,04:08:56,7941.525,3577.625,59523.273,.
2005/01/22,04:09:01,7941.100,3577.125,59523.102,.
2005/01/22,04:09:06,7940.500,3576.425,59522.926,.
2005/01/22,04:09:11,7940.200,3575.375,59522.852,.
2005/01/22,04:09:16,7940.150,3574.375,59522.926,.
2005/01/22,04:09:21,7940.225,3573.100,59523.102,.
2005/01/22,04:09:26,7940.350,3572.025,59523.301,.
2005/01/22,04:09:31,7940.400,3571.225,59523.375,.
2005/01/22,04:09:36,7940.425,3570.575,59523.375,.
2005/01/22,04:09:41,7940.500,3570.125,59523.273,.
2005/01/22,04:09:46,7940.875,3569.750,59523.074,.
2005/01/22,04:09:51,7941.000,3569.425,59522.898,.
2005/01/22,04:09:56,7940.650,3568.800,59522.625,.
2005/01/22,04:10:01,7940.275,3568.075,59522.148,.
2005/01/22,04:10:06,7939.550,3567.325,59521.699,.
2005/01/22,04:10:11,7938.925,3566.700,59521.148,.
2005/01/22,04:10:16,7938.575,3566.425,59520.500,.
2005/01/22,04:10:21,7938.225,3566.400,59519.852,.
2005/01/22,04:10:26,7937.575,3566.225,59519.324,.
2005/01/22,04:10:31,7937.050,3565.550,59518.852,.
2005/01/22,04:10:36,7936.975,3564.925,59518.375,.
2005/01/22,04:10:41,7937.100,3564.450,59518.176,.
2005/01/22,04:10:46,7937.275,3564.225,59518.176,.
2005/01/22,04:10:51,7937.050,3563.900,59518.426,.
2005/01/22,04:10:56,7936.875,3563.475,59518.699,.
2005/01/22,04:11:01,7936.625,3563.050,59519.074,.
2005/01/22,04:11:06,7936.050,3562.625,59519.398,.
2005/01/22,04:11:11,7935.275,3561.950,59519.727,.
2005/01/22,04:11:16,7934.500,3561.250,59519.977,.
2005/01/22,04:11:21,7933.725,3560.750,59520.176,.
2005/01/22,04:11:26,7933.125,3560.500,59520.227,.
2005/01/22,04:11:31,7933.075,3560.625,59520.199,.
2005/01/22,04:11:36,7932.975,3561.100,59520.250,.
2005/01/22,04:11:41,7932.925,3561.575,59520.352,.
2005/01/22,04:11:46,7932.900,3562.175,59520.477,.
2005/01/22,04:11:51,7932.850,3562.450,59520.449,.
2005/01/22,04:11:56,7932.975,3562.450,59520.250,.
2005/01/22,04:12:01,7933.350,3562.400,59519.852,.
2005/01/22,04:12:06,7933.900,3562.075,59519.324,.
2005/01/22,04:12:11,7934.325,3561.475,59518.824,.
2005/01/22,04:12:16,7934.875,3560.950,59518.324,.
2005/01/22,04:12:21,7935.300,3560.700,59518.023,.
2005/01/22,04:12:26,7935.750,3560.500,59517.875,.
2005/01/22,04:12:31,7936.250,3560.275,59517.676,.
2005/01/22,04:12:36,7936.125,3559.875,59517.523,.
2005/01/22,04:12:41,7936.050,3559.300,59517.273,.
2005/01/22,04:12:46,7935.950,3558.675,59516.977,.
2005/01/22,04:12:51,7935.425,3557.850,59516.699,.
2005/01/22,04:12:56,7935.050,3556.850,59516.477,.
2005/01/22,04:13:01,7934.575,3556.050,59516.375,.
2005/01/22,04:13:06,7933.800,3555.600,59516.324,.
2005/01/22,04:13:11,7932.775,3555.000,59516.375,.
2005/01/22,04:13:16,7931.625,3554.250,59516.574,.
2005/01/22,04:13:21,7930.675,3553.675,59516.898,.
2005/01/22,04:13:26,7929.725,3553.000,59517.352,.
2005/01/22,04:13:31,7928.900,3552.425,59517.898,.
2005/01/22,04:13:36,7927.875,3551.950,59518.602,.
2005/01/22,04:13:41,7927.025,3551.500,59519.324,.
2005/01/22,04:13:46,7926.575,3551.400,59520.023,.
2005/01/22,04:13:51,7926.350,3551.350,59520.648,.
2005/01/22,04:13:56,7926.475,3551.375,59521.148,.
2005/01/22,04:14:01,7926.850,3551.200,59521.574,.
2005/01/22,04:14:06,7927.325,3551.000,59522.000,.
2005/01/22,04:14:11,7927.925,3550.625,59522.426,.
2005/01/22,04:14:16,7928.425,3550.275,59522.824,.
2005/01/22,04:14:21,7928.800,3549.850,59523.074,.
2005/01/22,04:14:26,7929.250,3549.625,59523.176,.
2005/01/22,04:14:31,7929.250,3549.800,59523.051,.
2005/01/22,04:14:36,7928.975,3550.200,59522.898,.
2005/01/22,04:14:41,7928.600,3550.700,59522.750,.
2005/01/22,04:14:46,7928.275,3550.950,59522.602,.
2005/01/22,04:14:51,7928.125,3550.975,59522.500,.
2005/01/22,04:14:56,7928.050,3550.625,59522.301,.
2005/01/22,04:15:01,7928.325,3549.875,59522.125,.
2005/01/22,04:15:06,7928.925,3549.000,59521.949,.
2005/01/22,04:15:11,7929.550,3548.000,59521.824,.
2005/01/22,04:15:16,7930.425,3547.150,59521.824,.
2005/01/22,04:15:21,7931.125,3546.325,59521.926,.
2005/01/22,04:15:26,7931.375,3545.750,59522.051,.
2005/01/22,04:15:31,7931.175,3545.125,59522.250,.
2005/01/22,04:15:36,7930.850,3544.425,59522.375,.
2005/01/22,04:15:41,7930.675,3543.700,59522.449,.
2005/01/22,04:15:46,7930.950,3543.150,59522.602,.
2005/01/22,04:15:51,7931.050,3542.850,59522.676,.
2005/01/22,04:15:56,7931.100,3542.550,59522.773,.
2005/01/22,04:16:01,7931.375,3542.750,59522.676,.
2005/01/22,04:16:06,7931.425,3543.225,59522.324,.
2005/01/22,04:16:11,7931.400,3543.825,59522.000,.
2005/01/22,04:16:16,7931.575,3544.350,59521.574,.
2005/01/22,04:16:21,7931.875,3544.950,59521.074,.
2005/01/22,04:16:26,7932.125,3545.600,59520.500,.
2005/01/22,04:16:31,7932.225,3546.375,59519.949,.
2005/01/22,04:16:36,7932.650,3547.350,59519.523,.
2005/01/22,04:16:41,7933.425,3548.350,59519.148,.
2005/01/22,04:16:46,7934.475,3549.450,59518.773,.
2005/01/22,04:16:51,7935.750,3550.550,59518.375,.
2005/01/22,04:16:56,7937.250,3551.500,59517.977,.
2005/01/22,04:17:01,7938.550,3552.650,59517.551,.
2005/01/22,04:17:06,7939.600,3553.875,59517.051,.
2005/01/22,04:17:11,7940.550,3555.300,59516.551,.
2005/01/22,04:17:16,7941.225,3556.500,59516.051,.
2005/01/22,04:17:21,7941.875,3557.375,59515.625,.
2005/01/22,04:17:26,7942.700,3558.150,59515.176,.
2005/01/22,04:17:31,7943.800,3558.800,59514.773,.
2005/01/22,04:17:36,7944.875,3559.225,59514.523,.
2005/01/22,04:17:41,7945.900,3559.725,59514.375,.
2005/01/22,04:17:46,7947.225,3560.450,59514.176,.
2005/01/22,04:17:51,7948.700,3561.550,59513.949,.
2005/01/22,04:17:56,7949.800,3562.575,59513.801,.
2005/01/22,04:18:01,7950.650,3563.275,59513.773,.
2005/01/22,04:18:06,7951.350,3563.725,59513.824,.
2005/01/22,04:18:11,7951.850,3563.925,59513.875,.
2005/01/22,04:18:16,7952.425,3563.975,59513.898,.
2005/01/22,04:18:21,7953.050,3564.125,59513.824,.
2005/01/22,04:18:26,7953.900,3564.650,59513.625,.
2005/01/22,04:18:31,7954.700,3565.325,59513.375,.
2005/01/22,04:18:36,7955.275,3566.000,59513.227,.
2005/01/22,04:18:41,7955.775,3566.800,59513.125,.
2005/01/22,04:18:46,7956.225,3567.775,59512.977,.
2005/01/22,04:18:51,7956.600,3568.825,59512.773,.
2005/01/22,04:18:56,7956.950,3569.775,59512.574,.
2005/01/22,04:19:01,7957.475,3570.775,59512.352,.
2005/01/22,04:19:06,7958.175,3572.025,59512.000,.
2005/01/22,04:19:11,7958.750,3573.050,59511.699,.
2005/01/22,04:19:16,7958.850,3573.700,59511.426,.
2005/01/22,04:19:21,7958.725,3574.250,59511.102,.
2005/01/22,04:19:26,7958.775,3574.875,59510.477,.
2005/01/22,04:19:31,7958.425,3575.075,59509.977,.
2005/01/22,04:19:36,7957.700,3575.000,59509.500,.
2005/01/22,04:19:41,7956.950,3574.750,59508.949,.
2005/01/22,04:19:46,7956.750,3574.675,59508.148,.
2005/01/22,04:19:51,7956.650,3574.825,59507.250,.
2005/01/22,04:19:56,7956.600,3575.075,59506.301,.
2005/01/22,04:20:01,7957.200,3575.450,59505.324,.
2005/01/22,04:20:06,7957.700,3575.550,59504.574,.
2005/01/22,04:20:11,7957.775,3575.225,59504.023,.
2005/01/22,04:20:16,7958.175,3574.775,59503.477,.
2005/01/22,04:20:21,7958.875,3574.575,59502.875,.
2005/01/22,04:20:26,7959.875,3574.775,59502.148,.
2005/01/22,04:20:31,7960.275,3574.775,59501.648,.
2005/01/22,04:20:36,7960.350,3574.325,59501.250,.
2005/01/22,04:20:41,7960.675,3573.800,59500.824,.
2005/01/22,04:20:46,7961.150,3573.050,59500.426,.
2005/01/22,04:20:51,7961.750,3571.900,59500.125,.
2005/01/22,04:20:56,7962.425,3571.050,59499.625,.
2005/01/22,04:21:01,7963.075,3570.350,59499.000,.
2005/01/22,04:21:06,7963.450,3569.575,59498.449,.
2005/01/22,04:21:11,7963.550,3569.200,59497.727,.
2005/01/22,04:21:16,7963.275,3568.875,59497.148,.
2005/01/22,04:21:21,7962.850,3568.525,59496.699,.
2005/01/22,04:21:26,7962.425,3567.800,59496.375,.
2005/01/22,04:21:31,7962.325,3567.000,59496.148,.
2005/01/22,04:21:36,7962.875,3566.450,59495.898,.
2005/01/22,04:21:41,7963.450,3565.650,59495.750,.
2005/01/22,04:21:46,7964.350,3564.875,59495.625,.
2005/01/22,04:21:51,7965.625,3564.050,59495.352,.
2005/01/22,04:21:56,7966.975,3563.300,59494.949,.
2005/01/22,04:22:01,7968.025,3562.300,59494.574,.
2005/01/22,04:22:06,7969.350,3561.475,59494.199,.
2005/01/22,04:22:11,7970.650,3560.700,59493.852,.
2005/01/22,04:22:16,7972.075,3560.175,59493.574,.
2005/01/22,04:22:21,7973.150,3559.500,59493.375,.
2005/01/22,04:22:26,7973.825,3558.900,59493.273,.
2005/01/22,04:22:31,7974.225,3558.475,59493.148,.
2005/01/22,04:22:36,7974.825,3558.650,59493.000,.
2005/01/22,04:22:41,7975.150,3558.850,59492.898,.
2005/01/22,04:22:46,7975.075,3558.825,59492.852,.
2005/01/22,04:22:51,7974.975,3558.575,59492.949,.
2005/01/22,04:22:56,7974.825,3558.375,59492.926,.
2005/01/22,04:23:01,7974.750,3558.200,59492.773,.
2005/01/22,04:23:06,7974.725,3557.875,59492.500,.
2005/01/22,04:23:11,7975.025,3557.600,59492.148,.
2005/01/22,04:23:16,7975.775,3557.525,59491.699,.
2005/01/22,04:23:21,7976.600,3557.300,59491.199,.
2005/01/22,04:23:26,7977.325,3556.975,59490.750,.
2005/01/22,04:23:31,7977.975,3556.450,59490.273,.
2005/01/22,04:23:36,7978.375,3555.150,59489.801,.
2005/01/22,04:23:41,7978.525,3553.850,59489.352,.
2005/01/22,04:23:46,7978.725,3553.075,59488.699,.
2005/01/22,04:23:51,7978.925,3552.575,59487.926,.
2005/01/22,04:23:56,7979.025,3552.275,59487.125,.
2005/01/22,04:24:01,7978.825,3551.950,59486.477,.
2005/01/22,04:24:06,7978.300,3551.950,59485.824,.
2005/01/22,04:24:11,7977.700,3552.150,59485.227,.
2005/01/22,04:24:16,7977.125,3552.550,59484.551,.
2005/01/22,04:24:21,7976.600,3553.150,59483.875,.
2005/01/22,04:24:26,7976.050,3553.350,59483.176,.
2005/01/22,04:24:31,7975.600,3553.175,59482.625,.
2005/01/22,04:24:36,7975.100,3552.500,59482.148,.
2005/01/22,04:24:41,7975.000,3551.750,59481.648,.
2005/01/22,04:24:46,7975.275,3551.375,59481.102,.
2005/01/22,04:24:51,7975.675,3551.275,59480.426,.
2005/01/22,04:24:56,7976.100,3551.450,59479.773,.
2005/01/22,04:25:01,7976.825,3552.150,59479.148,.
2005/01/22,04:25:06,7977.075,3552.200,59478.477,.
2005/01/22,04:25:11,7977.225,3551.850,59477.898,.
2005/01/22,04:25:16,7977.700,3551.525,59477.477,.
2005/01/22,04:25:21,7978.175,3551.525,59477.023,.
2005/01/22,04:25:26,7978.525,3551.975,59476.625,.
2005/01/22,04:25:31,7979.050,3552.825,59476.398,.
2005/01/22,04:25:36,7980.000,3554.050,59476.250,.
2005/01/22,04:25:41,7980.625,3555.075,59476.199,.
2005/01/22,04:25:46,7981.050,3555.750,59476.352,.
2005/01/22,04:25:51,7981.325,3556.200,59476.574,.
2005/01/22,04:25:56,7981.625,3556.575,59476.801,.
2005/01/22,04:26:01,7982.150,3556.975,59476.875,.
2005/01/22,04:26:06,7982.500,3556.925,59476.676,.
2005/01/22,04:26:11,7982.475,3555.800,59476.250,.
2005/01/22,04:26:16,7982.775,3554.175,59475.625,.
2005/01/22,04:26:21,7983.775,3552.475,59474.773,.
2005/01/22,04:26:26,7985.250,3551.600,59473.824,.
2005/01/22,04:26:31,7986.725,3551.575,59472.648,.
2005/01/22,04:26:36,7987.750,3551.725,59471.500,.
2005/01/22,04:26:41,7988.250,3552.025,59470.477,.
2005/01/22,04:26:46,7988.200,3552.025,59469.699,.
2005/01/22,04:26:51,7988.075,3551.750,59469.176,.
2005/01/22,04:26:56,7987.725,3551.375,59468.699,.
2005/01/22,04:27:01,7987.100,3550.775,59468.273,.
2005/01/22,04:27:06,7986.300,3550.100,59467.875,.
2005/01/22,04:27:11,7985.625,3549.550,59467.500,.
2005/01/22,04:27:16,7985.175,3549.225,59467.102,.
2005/01/22,04:27:21,7984.450,3549.050,59466.648,.
2005/01/22,04:27:26,7983.625,3548.925,59466.176,.
2005/01/22,04:27:31,7982.900,3548.750,59465.699,.
2005/01/22,04:27:36,7982.150,3548.325,59465.273,.
2005/01/22,04:27:41,7981.650,3548.150,59464.875,.
2005/01/22,04:27:46,7981.375,3548.350,59464.426,.
2005/01/22,04:27:51,7981.175,3548.775,59463.949,.
2005/01/22,04:27:56,7980.975,3549.100,59463.523,.
2005/01/22,04:28:01,7981.000,3549.150,59463.148,.
2005/01/22,04:28:06,7981.150,3549.000,59462.727,.
2005/01/22,04:28:11,7981.250,3548.500,59462.324,.
2005/01/22,04:28:16,7981.425,3547.925,59461.898,.
2005/01/22,04:28:21,7981.500,3547.525,59461.500,.
2005/01/22,04:28:26,7981.600,3547.125,59461.023,.
2005/01/22,04:28:31,7981.950,3546.800,59460.602,.
2005/01/22,04:28:36,7982.275,3546.500,59460.199,.
2005/01/22,04:28:41,7982.575,3546.250,59459.852,.
2005/01/22,04:28:46,7982.975,3546.000,59459.449,.
2005/01/22,04:28:51,7983.400,3545.650,59459.074,.
2005/01/22,04:28:56,7983.750,3545.000,59458.773,.
2005/01/22,04:29:01,7984.100,3544.225,59458.500,.
2005/01/22,04:29:06,7984.250,3543.450,59458.250,.
2005/01/22,04:29:11,7984.175,3542.725,59458.051,.
2005/01/22,04:29:16,7984.075,3542.275,59457.949,.
2005/01/22,04:29:21,7984.350,3542.125,59457.875,.
2005/01/22,04:29:26,7984.900,3541.875,59457.875,.
2005/01/22,04:29:31,7985.400,3541.275,59458.000,.
2005/01/22,04:29:36,7985.675,3540.400,59458.324,.
2005/01/22,04:29:41,7985.700,3539.300,59458.676,.
2005/01/22,04:29:46,7985.625,3538.225,59459.023,.
2005/01/22,04:29:51,7985.900,3537.675,59459.301,.
2005/01/22,04:29:56,7986.650,3537.450,59459.574,.
2005/01/22,04:30:01,7987.625,3537.550,59459.852,.
2005/01/22,04:30:06,7988.375,3537.625,59460.199,.
2005/01/22,04:30:11,7988.400,3537.425,59460.699,.
2005/01/22,04:30:16,7987.850,3537.175,59461.324,.
2005/01/22,04:30:21,7987.700,3537.275,59461.898,.
2005/01/22,04:30:26,7987.175,3537.200,59462.449,.
2005/01/22,04:30:31,7986.300,3536.975,59463.125,.
2005/01/22,04:30:36,7985.375,3536.925,59463.875,.
2005/01/22,04:30:41,7984.775,3537.175,59464.477,.
2005/01/22,04:30:46,7984.525,3537.600,59464.977,.
2005/01/22,04:30:51,7984.475,3537.975,59465.398,.
2005/01/22,04:30:56,7984.575,3538.100,59465.824,.
2005/01/22,04:31:01,7984.725,3538.050,59466.102,.
2005/01/22,04:31:06,7984.900,3537.900,59466.301,.
2005/01/22,04:31:11,7984.900,3537.700,59466.426,.
2005/01/22,04:31:16,7984.700,3537.475,59466.523,.
2005/01/22,04:31:21,7984.425,3537.600,59466.648,.
2005/01/22,04:31:26,7984.350,3538.100,59466.727,.
2005/01/22,04:31:31,7984.475,3538.975,59466.699,.
2005/01/22,04:31:36,7984.875,3539.925,59466.551,.
2005/01/22,04:31:41,7985.500,3540.900,59466.352,.
2005/01/22,04:31:46,7985.950,3541.975,59466.148,.
2005/01/22,04:31:51,7986.150,3542.450,59465.949,.
2005/01/22,04:31:56,7986.350,3542.800,59465.824,.
2005/01/22,04:32:01,7986.650,3543.100,59465.699,.
2005/01/22,04:32:06,7987.000,3543.475,59465.602,.
2005/01/22,04:32:11,7987.600,3544.125,59465.523,.
2005/01/22,04:32:16,7988.275,3544.950,59465.375,.
2005/01/22,04:32:21,7988.875,3545.600,59465.227,.
2005/01/22,04:32:26,7989.375,3546.275,59465.125,.
2005/01/22,04:32:31,7989.925,3546.950,59465.023,.
2005/01/22,04:32:36,7990.525,3547.625,59464.898,.
2005/01/22,04:32:41,7991.175,3548.300,59464.773,.
2005/01/22,04:32:46,7992.025,3549.125,59464.676,.
2005/01/22,04:32:51,7992.925,3550.000,59464.523,.
2005/01/22,04:32:56,7993.825,3550.575,59464.477,.
2005/01/22,04:33:01,7995.025,3550.875,59464.500,.
2005/01/22,04:33:06,7996.025,3550.875,59464.602,.
2005/01/22,04:33:11,7996.875,3550.375,59464.801,.
2005/01/22,04:33:16,7997.775,3549.850,59465.000,.
2005/01/22,04:33:21,7998.650,3549.350,59465.176,.
2005/01/22,04:33:26,7999.475,3548.900,59465.324,.
2005/01/22,04:33:31,8000.125,3548.625,59465.551,.
2005/01/22,04:33:36,8000.725,3548.300,59465.875,.
2005/01/22,04:33:41,8001.200,3547.850,59466.352,.
2005/01/22,04:33:46,8001.400,3547.225,59467.000,.
2005/01/22,04:33:51,8001.475,3546.550,59467.727,.
2005/01/22,04:33:56,8001.625,3546.100,59468.352,.
2005/01/22,04:34:01,8001.500,3545.575,59468.875,.
2005/01/22,04:34:06,8001.075,3544.425,59469.449,.
2005/01/22,04:34:11,8000.325,3543.100,59470.051,.
2005/01/22,04:34:16,7999.675,3541.975,59470.551,.
2005/01/22,04:34:21,7999.500,3541.425,59470.926,.
2005/01/22,04:34:26,7999.225,3540.825,59471.324,.
2005/01/22,04:34:31,7998.950,3540.200,59471.750,.
2005/01/22,04:34:36,7998.650,3539.700,59472.199,.
2005/01/22,04:34:41,7998.275,3539.425,59472.602,.
2005/01/22,04:34:46,7997.800,3539.450,59472.875,.
2005/01/22,04:34:51,7997.350,3539.500,59473.227,.
2005/01/22,04:34:56,7997.075,3539.675,59473.676,.
2005/01/22,04:35:01,7996.975,3539.725,59474.273,.
2005/01/22,04:35:06,7996.900,3539.325,59475.051,.
2005/01/22,04:35:11,7996.725,3538.950,59475.898,.
2005/01/22,04:35:16,7996.275,3538.250,59476.727,.
2005/01/22,04:35:21,7995.600,3537.375,59477.426,.
2005/01/22,04:35:26,7995.275,3537.000,59477.801,.
2005/01/22,04:35:31,7995.125,3537.075,59477.949,.
2005/01/22,04:35:36,7995.225,3537.450,59478.074,.
2005/01/22,04:35:41,7995.225,3537.725,59478.398,.
2005/01/22,04:35:46,7995.150,3538.175,59478.926,.
2005/01/22,04:35:51,7995.025,3538.625,59479.477,.
2005/01/22,04:35:56,7994.650,3538.775,59480.199,.
2005/01/22,04:36:01,7994.250,3538.950,59481.023,.
2005/01/22,04:36:06,7994.350,3539.600,59481.801,.
2005/01/22,04:36:11,7995.000,3540.375,59482.477,.
2005/01/22,04:36:16,7995.450,3540.600,59483.301,.
2005/01/22,04:36:21,7995.375,3540.375,59484.324,.
2005/01/22,04:36:26,7995.625,3540.850,59485.074,.
2005/01/22,04:36:31,7996.150,3541.675,59485.352,.
2005/01/22,04:36:36,7996.400,3541.550,59485.574,.
2005/01/22,04:36:41,7996.225,3540.650,59486.023,.
2005/01/22,04:36:46,7996.025,3540.425,59486.625,.
2005/01/22,04:36:51,7995.900,3541.050,59487.102,.
2005/01/22,04:36:56,7995.275,3541.575,59487.551,.
2005/01/22,04:37:01,7993.925,3541.650,59488.273,.
2005/01/22,04:37:06,7992.500,3542.000,59489.074,.
2005/01/22,04:37:11,7991.500,3542.200,59489.602,.
2005/01/22,04:37:16,7990.225,3541.575,59490.352,.
2005/01/22,04:37:21,7988.750,3540.675,59491.148,.
2005/01/22,04:37:26,7987.375,3539.625,59492.000,.
2005/01/22,04:37:31,7986.575,3539.275,59492.676,.
2005/01/22,04:37:36,7986.325,3540.025,59492.926,.
2005/01/22,04:37:41,7986.150,3540.600,59493.023,.
2005/01/22,04:37:46,7985.275,3540.600,59493.301,.
2005/01/22,04:37:51,7984.350,3540.550,59493.398,.
2005/01/22,04:37:56,7983.375,3540.225,59493.426,.
2005/01/22,04:38:01,7982.250,3540.025,59493.551,.
2005/01/22,04:38:06,7981.475,3539.725,59493.574,.
2005/01/22,04:38:11,7980.375,3538.825,59493.852,.
2005/01/22,04:38:16,7979.350,3538.275,59494.074,.
2005/01/22,04:38:21,7978.800,3538.025,59493.977,.
2005/01/22,04:38:26,7978.475,3537.825,59493.852,.
2005/01/22,04:38:31,7978.275,3537.950,59493.602,.
2005/01/22,04:38:36,7978.100,3538.000,59493.352,.
2005/01/22,04:38:41,7977.850,3537.950,59493.273,.
2005/01/22,04:38:46,7977.925,3538.625,59493.227,.
2005/01/22,04:38:51,7978.350,3539.725,59493.000,.
2005/01/22,04:38:56,7978.700,3540.350,59493.051,.
2005/01/22,04:39:01,7979.175,3540.850,59493.176,.
2005/01/22,04:39:06,7979.425,3540.700,59493.426,.
2005/01/22,04:39:11,7979.575,3540.650,59493.824,.
2005/01/22,04:39:16,7979.925,3540.950,59494.000,.
2005/01/22,04:39:21,7980.275,3541.175,59494.102,.
2005/01/22,04:39:26,7980.450,3541.150,59494.301,.
2005/01/22,04:39:31,7980.575,3541.350,59494.426,.
2005/01/22,04:39:36,7980.925,3541.775,59494.375,.
2005/01/22,04:39:41,7981.400,3542.325,59494.398,.
2005/01/22,04:39:46,7982.150,3543.150,59494.375,.
2005/01/22,04:39:51,7983.100,3543.675,59494.398,.
2005/01/22,04:39:56,7983.850,3543.925,59494.602,.
2005/01/22,04:40:01,7984.450,3543.825,59494.727,.
2005/01/22,04:40:06,7985.025,3543.650,59494.875,.
2005/01/22,04:40:11,7986.125,3543.925,59494.750,.
2005/01/22,04:40:16,7987.500,3544.350,59494.500,.
2005/01/22,04:40:21,7989.050,3545.075,59494.477,.
2005/01/22,04:40:26,7990.675,3546.400,59494.602,.
2005/01/22,04:40:31,7991.950,3547.625,59494.898,.
2005/01/22,04:40:36,7992.425,3547.975,59495.551,.
2005/01/22,04:40:41,7992.400,3547.775,59496.273,.
2005/01/22,04:40:46,7992.200,3547.625,59496.699,.
2005/01/22,04:40:51,7991.700,3547.175,59497.102,.
2005/01/22,04:40:56,7991.275,3546.700,59497.625,.
2005/01/22,04:41:01,7991.025,3546.500,59498.148,.
2005/01/22,04:41:06,7991.025,3546.400,59498.750,.
2005/01/22,04:41:11,7991.025,3546.300,59499.398,.
2005/01/22,04:41:16,7991.325,3546.525,59500.000,.
2005/01/22,04:41:21,7992.100,3547.200,59500.352,.
2005/01/22,04:41:26,7993.350,3547.925,59500.500,.
2005/01/22,04:41:31,7994.825,3548.375,59500.602,.
2005/01/22,04:41:36,7996.275,3548.725,59500.676,.
2005/01/22,04:41:41,7997.450,3548.775,59500.852,.
